age,workclass,marital_status,race
25.61866050164127,Private-h1,Single,White-h1
27.998362669062445,government department,Single,Non-White
34.23461120090449,Private-h1,Married-h1,White-h1
41.540552193324345,Private-h1,Married-h1,White-h1
43.762548475085254,Private-h1,Married-h1,White-h1
41.15735028472571,Self-employed,Married-h1,Non-White
37.16228617323475,Private-h1,Single,White-h1
22.52864443597018,Private-h1,Single,White-h1
42.686588139130805,government department,Single,White-h1
21.000291606654287,Private-h1,Single,White-h1
43.7628889030963,Private-h1,Single,White-h1
27.937599763329654,government department,Married-h1,White-h1
40.364434507367314,Private-h1,Married-h1,Non-White
13.872803150952,Private-h1,Single,White-h1
50.14854882510792,government department,Single,White-h1
20.044270032481986,Self-employed,Single,White-h1
40.04882586942983,Private-h1,Married-h1,White-h1
47.87206298686622,Self-employed,Married-h1,White-h1
21.946451113795117,Private-h1,Single,White-h1
22.009983404071896,Private-h1,Single,White-h1
35.092191098305356,Private-h1,Married-h1,White-h1
29.32626091798368,Private-h1,Single,White-h1
49.75811751780243,Self-employed,Widowhood,White-h1
27.196141265848006,government department,Single,White-h1
35.47532135533667,Private-h1,Married-h1,White-h1
35.33511521373844,Self-employed,Married-h1,White-h1
19.510653455892392,government department,Married-h1,Non-White
22.59627852088099,government department,Single,White-h1
34.26955059204118,Private-h1,Single,White-h1
44.05484517639809,government department,Married-h1,White-h1
43.99762367448515,Private-h1,Single,White-h1
29.4379527225188,Private-h1,Single,White-h1
56.709110278982536,government department,Married-h1,White-h1
23.0679166380729,Private-h1,Single,Non-White
38.481562433554224,Private-h1,Married-h1,White-h1
23.477218173893906,Private-h1,Single,White-h1
18.240897722562615,government department,Single,White-h1
36.29247701919546,Private-h1,Single,White-h1
26.201216481633164,Private-h1,Married-h1,White-h1
30.04727512284162,Private-h1,Single,White-h1
17.07394384888112,Private-h1,Single,White-h1
36.93106262078092,government department,Single,White-h1
27.912751570730492,Private-h1,Widowhood,White-h1
19.70935770113241,Private-h1,Single,White-h1
27.6298362441924,Self-employed,Married-h1,White-h1
42.44836130904749,Private-h1,Single,White-h1
37.362539722451736,Private-h1,Single,White-h1
42.79650813754223,Private-h1,Married-h1,Non-White
41.488815562403964,Private-h1,Single,Non-White
55.86610200981845,Private-h1,Married-h1,White-h1
16.697097992057238,Private-h1,Single,White-h1
23.601259241867673,Private-h1,Married-h1,White-h1
34.500531314821664,Private-h1,Single,Non-White
41.374819864117285,Private-h1,Married-h1,White-h1
33.139026102185596,government department,Single,White-h1
29.728709655299568,Private-h1,Married-h1,Non-White
31.66811958360769,Private-h1,Married-h1,White-h1
21.659017065458546,government department,Single,White-h1
13.838537625208545,Private-h1,Single,White-h1
32.61688501686935,Private-h1,Married-h1,White-h1
36.41668108054211,Private-h1,Single,White-h1
41.011295996187336,Private-h1,Married-h1,White-h1
31.688759150554827,Private-h1,Single,White-h1
50.084970331654894,government department,Married-h1,White-h1
42.57018420279493,Private-h1,Married-h1,White-h1
39.7118487784347,Private-h1,Married-h1,White-h1
20.61803302692412,Private-h1,Single,White-h1
24.139830503788858,Private-h1,Married-h1,White-h1
19.8960760003599,Private-h1,Single,White-h1
58.86776963985727,Private-h1,Single,Non-White
28.44839323391642,Private-h1,Married-h1,White-h1
35.72003060931061,Private-h1,Single,White-h1
36.31046816034859,Private-h1,Married-h1,White-h1
32.48340613248701,Private-h1,Single,Non-White
42.56074618446205,government department,Married-h1,White-h1
57.90994849372384,Private-h1,Widowhood,Non-White
43.44586381780768,Private-h1,Married-h1,White-h1
20.83784092580986,Private-h1,Single,White-h1
56.95329992765238,Self-employed,Married-h1,White-h1
42.77164142477939,Private-h1,Single,White-h1
28.310220352350935,Private-h1,Single,White-h1
24.305582680003607,Private-h1,Single,White-h1
37.28271338089789,government department,Married-h1,White-h1
58.20124557901664,Private-h1,Married-h1,White-h1
37.04347903906906,Private-h1,Single,Non-White
29.193405664414772,Private-h1,Single,Non-White
44.10932012988645,government department,Married-h1,White-h1
28.84219539673406,government department,Married-h1,White-h1
20.921818616334846,Private-h1,Single,White-h1
58.322655590199375,Self-employed,Married-h1,White-h1
20.42807943606352,Private-h1,Single,White-h1
42.91184826990763,Private-h1,Single,White-h1
28.008213742670947,Private-h1,Single,White-h1
56.92702631744197,Private-h1,Married-h1,White-h1
32.392179504738486,government department,Single,White-h1
42.74420812418822,government department,Married-h1,White-h1
36.97839422110005,Private-h1,Single,Non-White
35.619021587065625,Private-h1,Single,White-h1
56.1268281632409,government department,Married-h1,White-h1
36.1641577633675,government department,Single,White-h1
49.502352137984644,Self-employed,Married-h1,White-h1
47.01723612518791,Private-h1,Single,White-h1
38.435399526136486,Private-h1,Married-h1,White-h1
27.092831329007158,government department,Widowhood,White-h1
20.88831659210205,Private-h1,Married-h1,White-h1
55.915046997478626,Self-employed,Single,White-h1
36.874007216855226,Private-h1,Single,White-h1
27.655907914318302,Private-h1,Single,White-h1
34.783837822994656,Private-h1,Married-h1,White-h1
28.684877733918103,Private-h1,Single,White-h1
34.86390744014411,Private-h1,Married-h1,White-h1
56.958017033968815,Private-h1,Single,White-h1
20.59251102293168,government department,Single,White-h1
35.21541282197644,Private-h1,Single,White-h1
43.53702137434971,Private-h1,Married-h1,White-h1
60.30020737713537,Private-h1,Single,White-h1
27.745642500873277,Private-h1,Single,White-h1
42.60942587139248,Private-h1,Married-h1,White-h1
42.52064545057698,Self-employed,Married-h1,White-h1
39.390336119581065,Private-h1,Single,Non-White
42.27788819077106,Private-h1,Single,Non-White
63.24597538085463,Self-employed,Married-h1,White-h1
21.3007629150584,Private-h1,Single,White-h1
50.50686770042374,Private-h1,Married-h1,White-h1
41.43504595489092,Self-employed,Married-h1,White-h1
21.634792296807056,Private-h1,Single,White-h1
55.47619261448051,Private-h1,Married-h1,White-h1
20.644206499579443,Private-h1,Single,Non-White
69.6492886026147,Private-h1,Married-h1,White-h1
27.974402472358506,Private-h1,Single,Non-White
40.896703520388506,Private-h1,Single,White-h1
43.89410322333511,Private-h1,Married-h1,White-h1
42.703617803397904,Private-h1,Single,White-h1
23.16961654878953,Private-h1,Single,Non-White
60.94934356682071,Self-employed,Single,White-h1
25.066998419353713,Private-h1,Single,White-h1
21.814663152755276,Private-h1,Single,White-h1
32.5595445392891,Private-h1,Married-h1,White-h1
34.90369388442209,Private-h1,Married-h1,White-h1
64.79629429719692,Private-h1,Married-h1,White-h1
20.256528958995077,Private-h1,Single,White-h1
26.854255919815195,Private-h1,Married-h1,White-h1
44.29899393647367,Private-h1,Single,White-h1
21.090576513689125,Private-h1,Single,White-h1
21.344024166385957,Private-h1,Single,White-h1
50.332380439132045,Self-employed,Married-h1,White-h1
43.456521732954386,Private-h1,Single,White-h1
53.0088928613931,Private-h1,Married-h1,White-h1
66.53388454008953,Private-h1,Married-h1,White-h1
49.16310204333354,Private-h1,Married-h1,White-h1
49.81397908647672,Private-h1,Single,White-h1
28.59425297967774,Private-h1,Single,White-h1
28.324600502589572,Private-h1,Single,White-h1
24.7421657573498,Private-h1,Widowhood,White-h1
34.15916570266403,Private-h1,Married-h1,White-h1
55.8991309824135,Private-h1,Widowhood,White-h1
61.49969776328901,Private-h1,Widowhood,White-h1
41.844591875284024,Private-h1,Married-h1,White-h1
41.64872608336059,Private-h1,Single,White-h1
21.829703476488273,Self-employed,Single,White-h1
52.534850498404346,Private-h1,Married-h1,White-h1
29.767298431684328,Private-h1,Single,White-h1
66.59713990872616,Self-employed,Married-h1,White-h1
57.927994130309166,Private-h1,Married-h1,White-h1
26.461304776148175,Private-h1,Single,White-h1
43.249740194772954,Private-h1,Single,White-h1
21.412476711186613,Private-h1,Single,White-h1
63.15231806331941,Private-h1,Widowhood,White-h1
21.50772401276537,Private-h1,Single,White-h1
35.54781117328217,Private-h1,Married-h1,White-h1
51.2998033478171,Private-h1,Married-h1,White-h1
64.31347684754945,government department,Widowhood,White-h1
59.46348004114488,Private-h1,Married-h1,White-h1
41.87185246357144,Private-h1,Single,White-h1
39.28596466095087,government department,Single,White-h1
35.058769364408796,Private-h1,Married-h1,White-h1
40.081021680631586,Private-h1,Married-h1,White-h1
28.22673897497942,Private-h1,Single,White-h1
63.949343077939425,Private-h1,Widowhood,White-h1
27.755201094819718,Private-h1,Single,White-h1
40.68453856646774,Self-employed,Married-h1,White-h1
28.41255981630473,Private-h1,Single,White-h1
46.41739564899554,government department,Single,White-h1
34.20210758450545,Private-h1,Single,White-h1
36.710811464101575,government department,Single,White-h1
56.69904515717181,Private-h1,Married-h1,White-h1
26.176089251256588,Private-h1,Single,White-h1
44.39568819365622,Private-h1,Single,White-h1
21.315409565233217,Private-h1,Single,White-h1
41.201296591816885,Private-h1,Married-h1,White-h1
50.252840945127446,Private-h1,Married-h1,White-h1
20.886463160326173,Self-employed,Married-h1,White-h1
35.329599244543104,Private-h1,Married-h1,White-h1
20.87923254747512,Private-h1,Single,White-h1
20.783909138048653,Private-h1,Single,White-h1
18.881027446463925,Private-h1,Single,White-h1
46.19345959502121,Private-h1,Married-h1,White-h1
25.331699490010987,Self-employed,Married-h1,White-h1
42.14208325281614,Private-h1,Married-h1,White-h1
20.991347223099275,Private-h1,Single,White-h1
71.66069057459136,Self-employed,Married-h1,White-h1
48.1838150435795,Self-employed,Married-h1,Non-White
63.251774473363376,Private-h1,Single,Non-White
42.05903689954989,Private-h1,Married-h1,White-h1
18.851835148853127,Private-h1,Single,Non-White
35.43597726439256,Private-h1,Single,White-h1
44.039240530116054,Private-h1,Married-h1,White-h1
22.403520916249494,Private-h1,Single,White-h1
47.401808770428154,Private-h1,Single,White-h1
39.968327973368325,Private-h1,Married-h1,White-h1
27.862678446786074,Private-h1,Married-h1,White-h1
38.78462575717154,Private-h1,Married-h1,White-h1
33.37300059621711,Private-h1,Married-h1,White-h1
18.34586899543279,Private-h1,Single,White-h1
54.79154348765068,Self-employed,Married-h1,Non-White
24.68531422644684,Private-h1,Single,White-h1
35.20573424867768,Self-employed,Single,White-h1
29.058705937231814,Private-h1,Married-h1,Non-White
36.099925466812124,Private-h1,Married-h1,White-h1
40.694138157357976,Self-employed,Married-h1,White-h1
42.55376711789075,Private-h1,Married-h1,White-h1
51.74093935256805,Private-h1,Single,White-h1
23.460153160585765,Private-h1,Single,White-h1
28.533682842366787,Private-h1,Married-h1,White-h1
30.131758383738177,Private-h1,Married-h1,White-h1
64.84469037337138,government department,Married-h1,White-h1
53.05883545744919,Self-employed,Married-h1,White-h1
22.664832727810456,Private-h1,Single,White-h1
37.91861092419137,Private-h1,Single,White-h1
38.544524915645994,Private-h1,Single,White-h1
35.808047726288635,Private-h1,Single,White-h1
16.301095845748865,Private-h1,Single,Non-White
36.731713381765005,Self-employed,Single,White-h1
49.7314991031527,Private-h1,Married-h1,White-h1
26.285396450650484,Private-h1,Single,White-h1
33.76835975293209,Private-h1,Single,White-h1
51.686402775158726,Self-employed,Married-h1,White-h1
35.79697505089848,Private-h1,Single,White-h1
23.347132623872195,Private-h1,Single,Non-White
40.589862744068135,Private-h1,Married-h1,White-h1
41.59027846039246,Private-h1,Married-h1,Non-White
64.84801623719834,Self-employed,Married-h1,Non-White
72.51137475476023,Self-employed,Married-h1,White-h1
20.435138918348795,Private-h1,Single,White-h1
21.3039174759582,Private-h1,Single,White-h1
30.94828354894744,Private-h1,Single,White-h1
38.945102138882895,Private-h1,Married-h1,White-h1
35.540998355630386,Private-h1,Married-h1,Non-White
36.01724087772426,Private-h1,Married-h1,White-h1
36.6318536562147,Private-h1,Married-h1,White-h1
49.51714880233838,Private-h1,Married-h1,White-h1
18.52814577394614,Private-h1,Single,White-h1
33.691008986616794,Private-h1,Widowhood,White-h1
42.857901640541385,Private-h1,Single,White-h1
51.461092682247134,government department,Married-h1,White-h1
20.775153948461288,Private-h1,Married-h1,White-h1
31.910947152162777,Private-h1,Married-h1,White-h1
37.465594516701984,Private-h1,Married-h1,White-h1
49.31630226783151,Private-h1,Single,White-h1
49.417864634462916,Private-h1,Married-h1,White-h1
35.69993924031903,Private-h1,Married-h1,White-h1
26.054470622271673,Private-h1,Single,White-h1
28.094485120485825,Private-h1,Single,Non-White
35.50890341525728,Private-h1,Married-h1,Non-White
34.22979509294668,Self-employed,Married-h1,White-h1
21.465991717093225,Private-h1,Single,White-h1
14.128175860195633,Private-h1,Married-h1,White-h1
57.893707004248974,government department,Single,Non-White
41.294860354836594,Private-h1,Single,White-h1
34.09039189762124,Self-employed,Married-h1,White-h1
43.29948380624419,Private-h1,Single,White-h1
42.51336786322973,Self-employed,Single,White-h1
38.295397260136376,government department,Married-h1,White-h1
44.6115203081367,Private-h1,Married-h1,White-h1
50.47518964246827,Private-h1,Widowhood,Non-White
16.72169092057885,Private-h1,Single,White-h1
49.191597503514295,Private-h1,Married-h1,White-h1
38.875561419204956,Self-employed,Married-h1,White-h1
35.16215854218661,government department,Single,White-h1
35.38079850332804,Self-employed,Married-h1,White-h1
44.59382527787746,Private-h1,Married-h1,White-h1
19.6884914076887,Private-h1,Married-h1,White-h1
35.94067567881458,Private-h1,Single,White-h1
35.749756990262014,Private-h1,Married-h1,White-h1
31.884867974407282,Private-h1,Single,White-h1
30.89560156852824,Private-h1,Married-h1,White-h1
18.71071444892816,Private-h1,Single,White-h1
40.067471615151156,Self-employed,Married-h1,White-h1
60.25694182816194,Self-employed,Married-h1,White-h1
53.163975120269434,Private-h1,Married-h1,Non-White
36.07585829828204,Private-h1,Married-h1,White-h1
28.979184816840945,Private-h1,Single,White-h1
60.177730771766306,Private-h1,Widowhood,White-h1
36.4133404290859,Private-h1,Married-h1,White-h1
42.88004850878685,Private-h1,Single,White-h1
31.300632706807338,Private-h1,Single,White-h1
22.31903173935756,Private-h1,Single,White-h1
47.72253969883932,government department,Married-h1,White-h1
80.18121856371836,Private-h1,Widowhood,Non-White
34.59821489868483,Private-h1,Single,White-h1
51.01084533263052,Private-h1,Single,White-h1
18.924120776597697,Private-h1,Single,White-h1
52.86058973082744,Self-employed,Single,White-h1
42.206474332075956,government department,Widowhood,White-h1
64.87212669189567,Private-h1,Single,White-h1
42.59457399421091,Private-h1,Single,Non-White
49.0119047553967,Private-h1,Single,White-h1
44.4908149462447,Private-h1,Single,White-h1
