age	workclass	education	education_num	marital_status	occupation	relationship	race	sex	capital_gain	capital_loss	hours_per_week	native_country
(53.5, 60.8]	Private-h1	Some-college	10	Single	Transport-moving	Not-in-family	White-h1	Male	0	0	20	United-States
(38.9, 46.2]	Self-employed	HS-grad	9	Married-h1	Farming-fishing	Husband	Non-White	Male	0	0	40	Cambodia
(16.927, 24.3]	Private-h1	HS-grad	9	Single	Other-service	Own-child	White-h1	Female	0	0	40	United-States
(31.6, 38.9]	Private-h1	HS-grad	9	Married-h1	Other-service	Not-in-family	White-h1	Female	0	0	30	United-States
(38.9, 46.2]	Private-h1	Assoc-voc	11	Widowhood	Exec-managerial	Not-in-family	White-h1	Female	0	0	45	United-States
(46.2, 53.5]	Private-h1	7th-8th	4	Single	Craft-repair	Not-in-family	White-h1	Male	0	0	40	United-States
(31.6, 38.9]	Private-h1	Bachelors	13	Single	Prof-specialty	Own-child	White-h1	Female	0	0	40	United-States
(38.9, 46.2]	Private-h1	HS-grad	9	Married-h1	Sales	Husband	White-h1	Male	0	0	60	United-States
(16.927, 24.3]	Private-h1	11th	7	Single	Other-service	Own-child	White-h1	Male	0	0	12	United-States
(53.5, 60.8]	Private-h1	Some-college	10	Married-h1	Sales	Husband	White-h1	Male	4064	0	40	United-States
(24.3, 31.6]	Private-h1	11th	7	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	40	United-States
(31.6, 38.9]	Self-employed	Some-college	10	Married-h1	Exec-managerial	Husband	Non-White	Male	0	0	75	Thailand
(60.8, 68.1]	Private-h1	HS-grad	9	Married-h1	Exec-managerial	Husband	White-h1	Male	0	0	40	United-States
(31.6, 38.9]	Private-h1	Bachelors	13	Single	Prof-specialty	Not-in-family	White-h1	Female	0	0	45	United-States
(31.6, 38.9]	Private-h1	HS-grad	9	Married-h1	Craft-repair	Wife	White-h1	Female	0	0	40	United-States
(60.8, 68.1]	Private-h1	HS-grad	9	Married-h1	Exec-managerial	Husband	White-h1	Male	0	0	40	United-States
(16.927, 24.3]	Private-h1	9th	5	Single	Other-service	Own-child	White-h1	Male	1055	0	24	United-States
(46.2, 53.5]	Self-employed	Masters	14	Married-h1	Farming-fishing	Husband	White-h1	Male	2407	0	98	United-States
(24.3, 31.6]	government department	Masters	14	Single	Prof-specialty	Own-child	White-h1	Male	0	0	35	United-States
(24.3, 31.6]	Private-h1	HS-grad	9	Single	Prof-specialty	Own-child	White-h1	Female	0	0	40	United-States
(38.9, 46.2]	Private-h1	HS-grad	9	Married-h1	Handlers-cleaners	Husband	Non-White	Male	0	0	40	United-States
(38.9, 46.2]	Private-h1	Some-college	10	Married-h1	Craft-repair	Husband	White-h1	Male	7298	0	40	United-States
(31.6, 38.9]	Private-h1	Some-college	10	Single	Exec-managerial	Not-in-family	White-h1	Female	0	0	40	United-States
(24.3, 31.6]	Private-h1	Some-college	10	Single	Tech-support	Own-child	White-h1	Female	0	0	40	United-States
(16.927, 24.3]	Private-h1	Some-college	10	Married-h1	Machine-op-inspct	Wife	White-h1	Female	7298	0	48	United-States
(16.927, 24.3]	Private-h1	Bachelors	13	Single	Prof-specialty	Not-in-family	White-h1	Female	0	0	15	Germany
(38.9, 46.2]	government department	Some-college	10	Married-h1	Craft-repair	Husband	White-h1	Male	5178	0	40	United-States
(31.6, 38.9]	Private-h1	Assoc-acdm	12	Single	Sales	Unmarried	Non-White	Female	0	0	45	United-States
(53.5, 60.8]	Private-h1	Bachelors	13	Single	Prof-specialty	Not-in-family	White-h1	Female	0	0	42	United-States
(16.927, 24.3]	Private-h1	HS-grad	9	Single	Handlers-cleaners	Own-child	White-h1	Male	0	0	40	United-States
(53.5, 60.8]	government department	Masters	14	Married-h1	Sales	Husband	White-h1	Male	15024	0	40	United-States
(38.9, 46.2]	Private-h1	Prof-school	15	Married-h1	Prof-specialty	Husband	White-h1	Male	0	0	60	United-States
(46.2, 53.5]	Private-h1	Some-college	10	Single	Other-service	Not-in-family	White-h1	Male	0	0	45	United-States
(24.3, 31.6]	Private-h1	Bachelors	13	Single	Exec-managerial	Not-in-family	White-h1	Female	0	0	40	United-States
(46.2, 53.5]	Private-h1	7th-8th	4	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	40	Ecuador
(31.6, 38.9]	Private-h1	Bachelors	13	Married-h1	Prof-specialty	Husband	White-h1	Male	0	0	45	United-States
(24.3, 31.6]	Private-h1	HS-grad	9	Single	Prof-specialty	Not-in-family	White-h1	Female	0	0	40	United-States
(24.3, 31.6]	government department	Bachelors	13	Single	Protective-serv	Not-in-family	White-h1	Male	0	0	56	United-States
(16.927, 24.3]	Private-h1	Some-college	10	Single	Sales	Own-child	White-h1	Male	0	0	45	United-States
(24.3, 31.6]	Private-h1	Bachelors	13	Single	Tech-support	Unmarried	Non-White	Female	0	0	40	United-States
(60.8, 68.1]	Private-h1	HS-grad	9	Married-h1	Transport-moving	Husband	White-h1	Male	0	0	16	United-States
(31.6, 38.9]	Self-employed	Bachelors	13	Single	Sales	Not-in-family	White-h1	Female	0	0	60	United-States
(16.927, 24.3]	Private-h1	HS-grad	9	Single	Craft-repair	Own-child	White-h1	Male	0	0	40	United-States
(31.6, 38.9]	Private-h1	HS-grad	9	Single	Sales	Not-in-family	White-h1	Male	0	0	80	United-States
(46.2, 53.5]	Private-h1	Bachelors	13	Married-h1	Adm-clerical	Husband	White-h1	Male	7688	0	40	United-States
(16.927, 24.3]	Private-h1	Some-college	10	Single	Other-service	Not-in-family	Non-White	Female	0	0	25	United-States
(24.3, 31.6]	Private-h1	HS-grad	9	Married-h1	Transport-moving	Husband	White-h1	Male	0	0	45	United-States
(53.5, 60.8]	Private-h1	HS-grad	9	Married-h1	Sales	Husband	White-h1	Male	4386	0	40	United-States
(16.927, 24.3]	Private-h1	Some-college	10	Married-h1	Adm-clerical	Wife	Non-White	Female	0	0	40	Laos
(38.9, 46.2]	Private-h1	HS-grad	9	Single	Adm-clerical	Not-in-family	White-h1	Female	0	0	40	United-States
(24.3, 31.6]	Private-h1	Assoc-acdm	12	Single	Tech-support	Not-in-family	White-h1	Male	0	0	45	United-States
(38.9, 46.2]	Private-h1	Assoc-acdm	12	Single	Prof-specialty	Not-in-family	White-h1	Female	0	0	33	United-States
(31.6, 38.9]	Private-h1	Assoc-acdm	12	Married-h1	Adm-clerical	Husband	White-h1	Male	0	0	40	United-States
(38.9, 46.2]	Self-employed	Some-college	10	Married-h1	Farming-fishing	Husband	White-h1	Male	0	0	54	United-States
(24.3, 31.6]	Private-h1	Bachelors	13	Single	Sales	Not-in-family	White-h1	Male	0	0	40	United-States
(31.6, 38.9]	Private-h1	Masters	14	Married-h1	Exec-managerial	Husband	Non-White	Male	7298	0	35	Taiwan
(31.6, 38.9]	Self-employed	Bachelors	13	Single	Prof-specialty	Not-in-family	Non-White	Female	0	0	40	United-States
(16.927, 24.3]	Private-h1	Some-college	10	Single	Sales	Own-child	White-h1	Male	0	0	15	United-States
(16.927, 24.3]	Private-h1	Some-college	10	Single	Machine-op-inspct	Not-in-family	White-h1	Male	0	0	40	United-States
(75.4, 82.7]	Self-employed	Some-college	10	Married-h1	Sales	Husband	White-h1	Male	0	0	40	United-States
(16.927, 24.3]	Private-h1	5th-6th	3	Married-h1	Machine-op-inspct	Other-relative	White-h1	Female	0	0	40	Mexico
(24.3, 31.6]	Private-h1	Some-college	10	Single	Tech-support	Not-in-family	White-h1	Female	0	0	40	United-States
(60.8, 68.1]	Private-h1	HS-grad	9	Widowhood	Other-service	Not-in-family	White-h1	Female	0	0	24	United-States
(38.9, 46.2]	Self-employed	HS-grad	9	Married-h1	Exec-managerial	Husband	White-h1	Male	0	0	40	United-States
(38.9, 46.2]	Private-h1	Some-college	10	Married-h1	Craft-repair	Husband	White-h1	Male	0	1485	50	United-States
(31.6, 38.9]	Private-h1	HS-grad	9	Single	Transport-moving	Not-in-family	White-h1	Male	0	0	45	United-States
(24.3, 31.6]	Private-h1	11th	7	Single	Exec-managerial	Not-in-family	White-h1	Female	0	0	40	United-States
(75.4, 82.7]	Self-employed	Masters	14	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	10	United-States
(60.8, 68.1]	Self-employed	HS-grad	9	Married-h1	Farming-fishing	Husband	White-h1	Male	0	0	45	United-States
(38.9, 46.2]	Private-h1	Some-college	10	Married-h1	Prof-specialty	Wife	White-h1	Female	0	1887	50	United-States
(53.5, 60.8]	Self-employed	HS-grad	9	Married-h1	Handlers-cleaners	Husband	White-h1	Male	0	0	40	United-States
(60.8, 68.1]	Private-h1	HS-grad	9	Single	Transport-moving	Not-in-family	White-h1	Male	2050	0	55	United-States
(38.9, 46.2]	Private-h1	Some-college	10	Single	Craft-repair	Not-in-family	Non-White	Male	0	0	45	United-States
(24.3, 31.6]	Private-h1	Bachelors	13	Single	Adm-clerical	Not-in-family	White-h1	Male	0	0	40	United-States
(46.2, 53.5]	Private-h1	Assoc-voc	11	Single	Other-service	Not-in-family	White-h1	Male	0	0	40	United-States
(53.5, 60.8]	government department	10th	6	Married-h1	Adm-clerical	Husband	White-h1	Male	0	0	40	United-States
(46.2, 53.5]	Private-h1	HS-grad	9	Married-h1	Transport-moving	Husband	White-h1	Male	0	0	40	United-States
(16.927, 24.3]	Private-h1	5th-6th	3	Single	Other-service	Other-relative	White-h1	Male	0	0	48	Mexico
(24.3, 31.6]	Private-h1	HS-grad	9	Single	Craft-repair	Other-relative	White-h1	Male	0	0	40	United-States
(46.2, 53.5]	Private-h1	Masters	14	Single	Prof-specialty	Not-in-family	White-h1	Male	0	0	60	United-States
(16.927, 24.3]	Private-h1	HS-grad	9	Single	Sales	Unmarried	Non-White	Male	0	0	30	Haiti
(38.9, 46.2]	Private-h1	HS-grad	9	Married-h1	Other-service	Husband	Non-White	Male	0	0	40	United-States
(24.3, 31.6]	Private-h1	Assoc-acdm	12	Single	Sales	Not-in-family	White-h1	Male	0	0	40	United-States
(31.6, 38.9]	Private-h1	Assoc-voc	11	Married-h1	Craft-repair	Husband	White-h1	Male	7298	0	40	United-States
(31.6, 38.9]	government department	HS-grad	9	Married-h1	Protective-serv	Husband	White-h1	Male	7298	0	40	United-States
(31.6, 38.9]	Private-h1	HS-grad	9	Single	Farming-fishing	Not-in-family	White-h1	Male	0	0	20	United-States
(16.927, 24.3]	government department	Some-college	10	Single	Protective-serv	Own-child	Non-White	Female	0	0	40	United-States
(38.9, 46.2]	Self-employed	Bachelors	13	Single	Sales	Not-in-family	White-h1	Male	0	0	42	United-States
(53.5, 60.8]	Private-h1	Assoc-acdm	12	Widowhood	Other-service	Not-in-family	White-h1	Male	0	0	25	Iran
(24.3, 31.6]	Private-h1	Bachelors	13	Single	Prof-specialty	Own-child	White-h1	Male	0	0	25	United-States
(31.6, 38.9]	Private-h1	Bachelors	13	Married-h1	Exec-managerial	Husband	White-h1	Male	0	0	40	United-States
(24.3, 31.6]	Private-h1	HS-grad	9	Married-h1	Other-service	Husband	White-h1	Male	0	0	40	United-States
(31.6, 38.9]	Private-h1	Bachelors	13	Married-h1	Exec-managerial	Husband	White-h1	Male	0	0	40	United-States
(38.9, 46.2]	government department	11th	7	Married-h1	Transport-moving	Husband	White-h1	Male	0	0	30	United-States
(31.6, 38.9]	government department	HS-grad	9	Married-h1	Adm-clerical	Husband	White-h1	Male	0	0	40	United-States
(60.8, 68.1]	Private-h1	11th	7	Widowhood	Other-service	Unmarried	Non-White	Male	0	0	40	United-States
(38.9, 46.2]	Private-h1	Assoc-voc	11	Married-h1	Tech-support	Husband	White-h1	Male	0	0	40	United-States
(38.9, 46.2]	Private-h1	HS-grad	9	Married-h1	Adm-clerical	Wife	White-h1	Female	0	0	35	United-States
(24.3, 31.6]	Self-employed	9th	5	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	40	Portugal
(31.6, 38.9]	Private-h1	10th	6	Married-h1	Other-service	Wife	White-h1	Female	0	0	24	United-States
(60.8, 68.1]	Private-h1	Masters	14	Married-h1	Prof-specialty	Husband	White-h1	Male	0	0	40	United-States
(38.9, 46.2]	Private-h1	Bachelors	13	Married-h1	Transport-moving	Husband	White-h1	Male	0	0	45	United-States
(38.9, 46.2]	Private-h1	Bachelors	13	Single	Exec-managerial	Not-in-family	White-h1	Male	0	1564	45	United-States
(16.927, 24.3]	Private-h1	HS-grad	9	Widowhood	Sales	Not-in-family	White-h1	Male	0	0	55	United-States
(24.3, 31.6]	Private-h1	HS-grad	9	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	40	United-States
(53.5, 60.8]	Self-employed	Some-college	10	Married-h1	Sales	Husband	White-h1	Male	0	0	45	United-States
(16.927, 24.3]	Private-h1	Assoc-acdm	12	Single	Sales	Not-in-family	White-h1	Female	0	0	15	United-States
(53.5, 60.8]	Private-h1	Bachelors	13	Single	Exec-managerial	Not-in-family	White-h1	Female	0	0	45	United-States
(38.9, 46.2]	Private-h1	HS-grad	9	Single	Sales	Unmarried	White-h1	Female	0	0	40	United-States
(24.3, 31.6]	government department	Some-college	10	Single	Adm-clerical	Unmarried	White-h1	Female	0	0	15	United-States
(16.927, 24.3]	Private-h1	11th	7	Single	Other-service	Own-child	White-h1	Male	0	0	10	United-States
(38.9, 46.2]	government department	Assoc-voc	11	Married-h1	Machine-op-inspct	Husband	White-h1	Male	0	0	38	United-States
(38.9, 46.2]	Private-h1	HS-grad	9	Married-h1	Machine-op-inspct	Husband	Non-White	Male	0	0	40	United-States
(38.9, 46.2]	Private-h1	HS-grad	9	Single	Craft-repair	Not-in-family	Non-White	Male	0	0	40	United-States
(16.927, 24.3]	government department	Some-college	10	Single	Adm-clerical	Own-child	White-h1	Female	0	0	10	United-States
(31.6, 38.9]	Private-h1	HS-grad	9	Married-h1	Craft-repair	Wife	White-h1	Female	0	0	40	United-States
(16.927, 24.3]	Private-h1	Some-college	10	Single	Sales	Not-in-family	White-h1	Male	0	0	40	United-States
(38.9, 46.2]	Self-employed	Masters	14	Single	Exec-managerial	Not-in-family	White-h1	Male	0	0	30	United-States
(31.6, 38.9]	Private-h1	HS-grad	9	Married-h1	Sales	Husband	White-h1	Male	0	0	50	United-States
(53.5, 60.8]	Private-h1	HS-grad	9	Single	Transport-moving	Not-in-family	White-h1	Male	0	0	40	United-States
(38.9, 46.2]	Private-h1	5th-6th	3	Single	Craft-repair	Not-in-family	White-h1	Female	0	2339	45	United-States
(24.3, 31.6]	Private-h1	Some-college	10	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	40	United-States
(38.9, 46.2]	Private-h1	Some-college	10	Single	Sales	Not-in-family	White-h1	Female	0	0	40	United-States
(31.6, 38.9]	government department	Some-college	10	Married-h1	Transport-moving	Wife	White-h1	Female	0	0	40	United-States
(16.927, 24.3]	Private-h1	HS-grad	9	Single	Other-service	Not-in-family	White-h1	Female	0	0	25	United-States
(24.3, 31.6]	Private-h1	HS-grad	9	Married-h1	Machine-op-inspct	Not-in-family	White-h1	Male	0	0	40	United-States
(38.9, 46.2]	Private-h1	Some-college	10	Married-h1	Adm-clerical	Wife	White-h1	Female	0	2415	6	United-States
(16.927, 24.3]	Private-h1	Some-college	10	Single	Adm-clerical	Own-child	White-h1	Female	0	0	16	United-States
(16.927, 24.3]	Private-h1	HS-grad	9	Single	Other-service	Other-relative	White-h1	Female	0	0	40	United-States
(31.6, 38.9]	Private-h1	HS-grad	9	Married-h1	Other-service	Wife	White-h1	Female	0	0	40	United-States
(24.3, 31.6]	Private-h1	Bachelors	13	Single	Craft-repair	Not-in-family	White-h1	Male	0	0	50	United-States
(38.9, 46.2]	Self-employed	Assoc-acdm	12	Married-h1	Craft-repair	Not-in-family	White-h1	Male	0	0	40	United-States
(31.6, 38.9]	Private-h1	HS-grad	9	Single	Other-service	Not-in-family	White-h1	Female	0	0	35	United-States
(38.9, 46.2]	Private-h1	Some-college	10	Married-h1	Tech-support	Husband	White-h1	Male	0	0	40	United-States
(38.9, 46.2]	Private-h1	Some-college	10	Single	Handlers-cleaners	Unmarried	White-h1	Female	0	0	40	United-States
(24.3, 31.6]	Private-h1	Bachelors	13	Married-h1	Exec-managerial	Husband	White-h1	Male	0	0	55	United-States
(46.2, 53.5]	Self-employed	Bachelors	13	Married-h1	Exec-managerial	Husband	White-h1	Male	0	0	50	United-States
(16.927, 24.3]	Private-h1	Some-college	10	Single	Handlers-cleaners	Own-child	White-h1	Male	0	0	40	United-States
(24.3, 31.6]	Private-h1	Some-college	10	Single	Other-service	Not-in-family	White-h1	Female	0	0	40	United-States
(46.2, 53.5]	government department	Bachelors	13	Married-h1	Protective-serv	Husband	White-h1	Male	0	0	40	United-States
(31.6, 38.9]	Private-h1	Assoc-voc	11	Single	Tech-support	Not-in-family	White-h1	Female	0	0	64	United-States
(24.3, 31.6]	Private-h1	7th-8th	4	Married-h1	Handlers-cleaners	Husband	Non-White	Male	0	2179	40	Puerto-Rico
(38.9, 46.2]	Private-h1	Masters	14	Married-h1	Exec-managerial	Husband	White-h1	Male	0	1977	65	United-States
(24.3, 31.6]	Private-h1	HS-grad	9	Married-h1	Adm-clerical	Husband	White-h1	Male	0	0	40	United-States
(38.9, 46.2]	Self-employed	HS-grad	9	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	25	United-States
(31.6, 38.9]	Private-h1	Some-college	10	Married-h1	Exec-managerial	Husband	White-h1	Male	0	0	50	United-States
(38.9, 46.2]	government department	Some-college	10	Single	Other-service	Not-in-family	Non-White	Female	0	0	24	United-States
(16.927, 24.3]	Private-h1	HS-grad	9	Single	Handlers-cleaners	Unmarried	Non-White	Female	0	0	40	United-States
(31.6, 38.9]	Private-h1	Some-college	10	Single	Exec-managerial	Unmarried	White-h1	Female	0	0	40	United-States
(38.9, 46.2]	Private-h1	Doctorate	16	Married-h1	Exec-managerial	Husband	White-h1	Male	15024	0	60	United-States
(24.3, 31.6]	government department	Some-college	10	Married-h1	Machine-op-inspct	Husband	White-h1	Male	0	0	40	United-States
(31.6, 38.9]	Private-h1	12th	8	Single	Craft-repair	Not-in-family	White-h1	Male	0	0	50	United-States
(46.2, 53.5]	Private-h1	1st-4th	2	Married-h1	Machine-op-inspct	Husband	White-h1	Male	0	0	40	Mexico
(24.3, 31.6]	Private-h1	11th	7	Single	Other-service	Own-child	White-h1	Female	0	0	19	United-States
(31.6, 38.9]	government department	11th	7	Married-h1	Machine-op-inspct	Not-in-family	Non-White	Male	0	0	40	United-States
(31.6, 38.9]	government department	HS-grad	9	Single	Transport-moving	Unmarried	White-h1	Female	0	0	40	United-States
(16.927, 24.3]	Private-h1	Some-college	10	Married-h1	Sales	Husband	White-h1	Male	0	0	30	United-States
(16.927, 24.3]	Private-h1	11th	7	Single	Handlers-cleaners	Own-child	White-h1	Male	2176	0	18	United-States
(31.6, 38.9]	government department	Bachelors	13	Married-h1	Exec-managerial	Wife	White-h1	Female	0	0	40	United-States
(24.3, 31.6]	Private-h1	HS-grad	9	Single	Farming-fishing	Not-in-family	White-h1	Male	0	0	40	United-States
(31.6, 38.9]	Private-h1	10th	6	Single	Craft-repair	Unmarried	White-h1	Female	0	0	35	United-States
(24.3, 31.6]	Private-h1	HS-grad	9	Married-h1	Transport-moving	Husband	White-h1	Male	0	0	60	United-States
(31.6, 38.9]	government department	Masters	14	Single	Prof-specialty	Not-in-family	White-h1	Male	0	1408	40	United-States
(16.927, 24.3]	Private-h1	HS-grad	9	Single	Handlers-cleaners	Not-in-family	White-h1	Male	0	0	72	Dominican-Republic
(60.8, 68.1]	Self-employed	HS-grad	9	Married-h1	Exec-managerial	Husband	White-h1	Male	0	0	40	United-States
(46.2, 53.5]	government department	Masters	14	Married-h1	Prof-specialty	Husband	White-h1	Male	0	0	40	United-States
(38.9, 46.2]	Self-employed	Bachelors	13	Widowhood	Prof-specialty	Not-in-family	White-h1	Female	2174	0	40	United-States
(24.3, 31.6]	Private-h1	Assoc-acdm	12	Married-h1	Other-service	Wife	White-h1	Female	0	0	25	United-States
(24.3, 31.6]	Private-h1	Some-college	10	Single	Craft-repair	Own-child	Non-White	Male	0	1980	40	Philippines
(31.6, 38.9]	Private-h1	Masters	14	Married-h1	Prof-specialty	Husband	White-h1	Male	0	0	50	United-States
(31.6, 38.9]	government department	HS-grad	9	Single	Farming-fishing	Not-in-family	Non-White	Male	594	0	60	United-States
(31.6, 38.9]	government department	Some-college	10	Single	Protective-serv	Not-in-family	White-h1	Female	0	0	40	United-States
(16.927, 24.3]	Private-h1	Some-college	10	Married-h1	Adm-clerical	Husband	White-h1	Male	0	0	40	United-States
(38.9, 46.2]	government department	Some-college	10	Married-h1	Adm-clerical	Wife	White-h1	Female	0	0	40	United-States
(24.3, 31.6]	Private-h1	Bachelors	13	Single	Prof-specialty	Not-in-family	White-h1	Male	0	0	40	United-States
(38.9, 46.2]	Private-h1	HS-grad	9	Single	Adm-clerical	Not-in-family	White-h1	Female	0	0	28	United-States
(16.927, 24.3]	government department	HS-grad	9	Single	Armed-Forces	Own-child	White-h1	Male	0	0	40	United-States
(38.9, 46.2]	Private-h1	Some-college	10	Married-h1	Prof-specialty	Husband	White-h1	Male	0	0	40	United-States
(24.3, 31.6]	Private-h1	9th	5	Single	Craft-repair	Other-relative	White-h1	Male	0	0	40	Mexico
(16.927, 24.3]	Private-h1	Some-college	10	Single	Sales	Not-in-family	White-h1	Male	0	0	35	United-States
(38.9, 46.2]	Private-h1	HS-grad	9	Widowhood	Exec-managerial	Unmarried	Non-White	Female	0	0	40	United-States
(46.2, 53.5]	Private-h1	HS-grad	9	Married-h1	Craft-repair	Husband	Non-White	Male	0	0	40	United-States
(16.927, 24.3]	Private-h1	HS-grad	9	Married-h1	Machine-op-inspct	Husband	White-h1	Male	0	0	40	United-States
(16.927, 24.3]	Private-h1	HS-grad	9	Single	Machine-op-inspct	Own-child	Non-White	Female	0	0	40	United-States
(38.9, 46.2]	Self-employed	Some-college	10	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	55	United-States
